name,street,village_id,user_id
Rembang Jaya,Dusun Kombongan Desa Pondokrejo Kecamatan Tempurejo,45,1342
SANTOSO,Dusun Sumberejo Desa Pondokrejo Kecamatan Tempurejo,45,1343
Sido bangun I,Dusun Pondokmiri Desa Pondokrejo Kecamatan Tempurejo,45,1344
Sido Bangun II,Dusun Pondokmiri Desa Pondokrejo Kecamatan Tempurejo,45,1345
SUMBER URIP,Dusun Sumberejo Desa Pondokrejo Kecamatan Tempurejo,45,1346
adil makmur,Dsn.krajan Ds.sanenrejo kec.Tempurejo,42,1347
Dewi Sri,Dsn.mandilis,42,1348
Karya Rimba,Dsn.Mandili RT/RW: 02/02 ds.Sanenrejo kec.tempurejo,42,1349
Karya utama,Dsn.Krajan Ds.sanenrejo kec.tempurejo,42,1350
Mardi Rahayu,Dsn.Mandilis,42,1351
Mardi Rukun,Dsn.mandilis ds.sanenrejo,42,1352
Pojok Rimba,Dsn.mandilis ds.sanenrejo kec.tempurejo,42,1353
Sumber Aren,Dsn.blok aren ds.sanenrejo kec.tempurejo,42,1354
KARYA TANI,DUSUN KRAJAN DESA SIDODADI KECAMATAN TEMPUREJO,44,1355
MARGO UTOMO,DUSUN KRAJAN DESA SIDODADI KECAMATAN TEMPUREJO,44,1356
MORO SENENG,DUSUN KRAJAN DESA SIDODADI KECAMATAN TEMPUREJO,44,1357
NGUDI RAHAYU,DUSUN JATIREJO DESA SIDODADI KECAMATAN TEMPUREJO,44,1358
NGUDI REJEKI,DUSUN JATIREJO DESA SIDODADI KECAMATAN TEMPUREJO,44,1359
SAKERA,DUSUN JATIREJO DESA SIDODADI KECAMATAN TEMPUREJO,44,1360
SUMBER URIP,DUSUN MANDIKU DESA SIDODADI KECAMATAN TEMPUREJO,44,1361
TANI MAKMUR,DUSUN KRAJAN DESA SIDODADI KECAMATAN TEMPUREJO,44,1362
TARUNA TANI SIDO RUKUN,DUSUN MANDIKU DESA SIDODADI KECAMATAN TEMPUREJO,44,1363
budi utomo,,47,1364
Karya Bhakti lll,,47,1365
Karya Tani,karanganyar tempurejo,47,1366
ngudi rejeki,TEMPUREJO,47,1367
sumber rejeki,TEMPUREJO,47,1368
TANI MAKMUR,,47,1369
tujuh bintang,,47,1370
tunas harapan,TEMPUREJO,47,1371
usaha sejahtera,,47,1372
COBA NANDUR,DUSUN KRATON WONOASRI TEMPUREJO,43,1373
HANDAYANI,kraton wonoasri tempurejo,43,1374
HIDUP RUKUN,Kraton Wonoasri Tempurejo,43,1375
KARYA LELE,curah lele wonoasr tempurejo,43,1376
MARGO TANI,Kraton Wonoasri Tempurejo,43,1377
RUKUN SANTOSO,Curah Lele Wonoasri Tempurejo,43,1378
RUKUN TRISNO,Dusun Kraton Wonoasri Tempurejo,43,1379
SIDO MAKMUR,Dusun Kraton Desa Wonoasri Kecamatan Tempurejo,43,1380
SIDO MUNCUL,kraton wonoasri,43,1381
Mardi Tani,,55,1382
Muda Raya,,55,1383
Pasar alas,,55,1384
Ranggi,,55,1385
Rumpun Tani,,55,1386
Lestari,,50,1387
Rukun Tani,,50,1388
Sinar Tani,,50,1389
Subur Makmur,,50,1390
SuluhTani,,50,1391
Sumber Tani,,50,1392
Usaha Jaya,,50,1393
Usaha Tani,,50,1394
Baru Muncul,,52,1395
Darungan,,52,1396
Joko Tole,,52,1397
Karya Abadi,,52,1398
Karya Tani,,52,1399
Mandiri,,52,1400
Suluh Tani,,52,1401
Tani Makmur,,52,1402
Baban Barat,,48,1403
Baban Tengah,,48,1404
Baban Timur,,48,1405
Batu Ampar,,48,1406
Batu Ampar Atas,,48,1407
Bedengan,,48,1408
Komirian,,48,1409
Abadi,,49,1410
Batu Lawang,,49,1411
Karya Bakti,,49,1412
Karya Baru,,49,1413
Karya Muncul,,49,1414
Mandiri,,49,1415
Srikandi,,49,1416
Suka Makmur,,49,1417
Taman Risqi,,49,1418
Taman Tirto,,49,1419
Dam D,Dusun Plalangan Sempolan,53,1420
Kuncup,dusun krajan sempolan,53,1421
Mumbul Jaya,Dusun Krajan Sempolan,53,1422
Nyamplongan,Dusun Plalangan Sempolan,53,1423
Onjur,Dusun Onjur Sempolan,53,1424
Plalangan,Dusun Plalangan Sempolan,53,1425
Rumpun Tani,Dusun Onjur sempolan,53,1426
Tani Utun,Dusun Krajan sempolan,53,1427
Curah Manis,,56,1428
Sidomulyo 05,,56,1429
Sidomulyo I,Dusun Krajan,56,1430
Karya Tani,,52,1431
Krajan,,52,1432
Liu Simpang 3,,52,1433
Loh Jinawi,,52,1434
Manggung Tani Jaya,,52,1435
Nuzul,,52,1436
Subur Makmur,,52,1437
Cahaya Tani,"Dusun Krajan Atas, Desa Sumberjati, Kec. Silo, Kab. Jember,",54,1438
Dewi Sri,,54,1439
Sepuran Manggung,,54,1440
Sepuran Tani,,54,1441
Sumber Budi,,54,1442
Sumber Hidup,,54,1443
Sumber Mas,,54,1444
Sumber Rejeki,,54,1445
Tani Jaya,,54,1446
Ambarukmo,Dusun Klayu RT 002 RW 013 Desa Mayang Kecamatan Mayang,62,1447
Ampel Jaya,Jln.Sunan Ampel RT 001/ RW 022 Desa Mayang,62,1448
Rukun Usaha,Dusun Tegalgusi RT 001/ RW 005 Desa Mayang,62,1449
Sinar Tani,Dusun Tegalgusi RT 001/ RW 006 Desa Mayang,62,1450
Sumber Gesang,Dusun Klayu RT 001/ RW 015 Desa Mayang,62,1451
Tegal Makmur,Dusun Tegalgusi RT 001/ RW 001 Desa Mayang,62,1452
Aweh Hasil,DUSUN LENGKONG BARAT DESA MRAWAN,63,1453
Gumuk Jaya,Dusun Gumuk Suda Desa Mrawan,63,1454
Karya Bakti,DUSUN LENGKONG TOKO DESA MRAWAN,63,1455
Lestari,DUSUN ROWO DESA MAYANG,63,1456
Mrawan Sari,DUSUN PRINGTALI DESA MRAWAN,63,1457
Rowo Makmur,DUSUN ROWO DESA MRAWAN,63,1458
Sari Bumi,DUSUN LENGKONG TOKO DESA MRAWAN,63,1459
Tunas Tani,,63,1460
Dewi Sri,,57,1461
Rukun Makmur,,57,1462
Sido Rukun,,57,1463
Sri Rejeki,,57,1464
Sumber Hasil,,57,1465
Sumber Karya,,57,1466
Tani Mulyo,,57,1467
Tunas Harapan,,57,1468
Hasil Bumi,DESA SIDOMUKTI,58,1469
Makmur,DESA SIDOMUKTI,58,1470
Podho Rukun,DESA SIDOMUKTI,58,1471
Sami Tani,DESA SIDOMUKTI,58,1472
Sejahtera,DESA SIDOMUKTI,58,1473
Subur,DESA SIDOMUKTI,58,1474
Tani Makmur,DESA SIDOMUKTI,58,1475
Tani Mulyo,DESA SIDOMUKTI,58,1476
Fajar Mulia,RT 003 RW 010 Dsn. Tegalan Sumber Kejayan,59,1477
Fajar Tani,RT 003 RW 014 dsn Mrapen DS SUMBERKEJAYAN,59,1478
REJEKI,RT 003 RW 004 TEGALAN SUMBER KEJAYAN MAYANG,59,1479
Sari Murni,Dsn. Mrapen RT.001/ RW.013 SUMBER KEJAYAN,59,1480
Sekar Tani,RT 002 RW 010 dsn Mrapen DS SUMBERKEJAYAN,59,1481
Sido Maju,RT 002 RW 003 dsn Tegalan DS SUMBERKEJAYAN,59,1482
Sumber Urip,RT 001 RW 009 dsn. Mrapen DS. SUMBER KEJAYAN,59,1483
Tunas Jaya,RT 001 RW 004 dsn Tegalan DS.SUMBERKEJAYAN,59,1484
Dewi Sri,DUSUN DAMSAOLA RT 005/RW 003 DESA TEGALREJO KECAMATAN MAYANG KABUPATEN JEMBER,60,1485
Rumpun Tani,dusun KEBUN GUNUNG RT 005 RW 005 DESA TEGALREJOKECAMATAN MAYANG KABUPATEN JEMBER,60,1486
Tani Makmur,Dusun Damsaola RT 003 RW 003 Desa Tegalrejo Kecamatan Mayang,60,1487
Karya Utama,Dusun Plalangan RT 002 Rw 009 Desa Tegalwaru Kecamatan mayang Kabupaten Jember,61,1488
Ngudi Makmur,dusun Klayu RT 001 RW 003 Desa Tegalwaru Kecamatan Mayang,61,1489
Ombul Jaya,dusun Plalangan RT 001 Rw 008 Desa tegalwaru Kecamatan Mayang kabupaten Jember,61,1490
Rejo Agung,DUSUN SUMBER PINANG RT 004 RW 004 DESA TEGALWARU KECAMATAN MAYANG KABUPATEN JEMBER,61,1491
Sumber Makmur,dusun Plalangan RT 003 RW 007 Desa Tegalwaru Kecamatan Mayang,61,1492
Tani Jaya,DUSUN KLAYU RT 002 RW 002 DESA TEGALWARU KEC. MAYANG KAB. JEMBER,61,1493
Cahaya Intan,Dsn. Krajan Desa Karang Kedawung,70,1494
Karya Tani,Dsn. Peji Talang Desa Karang Kedawung,70,1495
Makin Tani,Dsn. Peji Talang Desa Karang Kedawung,70,1496
Moch. Seruji,Dsn. Krajan Desa Karang Kedawung,70,1497
Rukun Tani,Dsn. Ngangkang Desa Karang Kedawung,70,1498
Sri Rahayu,Dsn. Peji Talang Desa Karang Kedawung,70,1499
Sumber Urip,Dsn. Krajan Desa Karang Kedawung,70,1500
Tani Makmur,Dsn. Ngangkang Desa Karang Kenawung,70,1501
MAKMUR,DUSUN KAWANGREJO DESA KAWANGREJO KECAMATAN MUMBULSARI,64,1502
RUKUN TANI,DUSUN DAWUHAN DESA KAWANGREJO KECAMATAN MUMBULSARI,64,1503
SANDANG PANGAN,DUSUN KAJAREJO DESA KAWANGREJO KECAMATAN MUMBULSARI,64,1504
Giat Tani,Dsn. Kemiri Songo Desa Lampeji,67,1505
Mulyo,Dsn. Kemiri Songo Desa Lampeji,67,1506
Rukun Tani,Dsn. Sumber Agung RT 004 RW 005 Lampeji,67,1507
Sido Mulyo,dsn. curah laos desa Lampeji,67,1508
Subur,RT 001/RW 015 Dsn. Kemiri Songo Desa Lampeji,67,1509
Sumber Tani,RT 004/RW 010 Dsn. Curah Laos Desa Lampeji,67,1510
Tani Subur,RT 003/RW 005 Dsn. Sumber Agung Desa Lampeji,67,1511
Tulus Setya,RT 001/RW 003 Dsn Peji Ngangkang Desa Lampeji,67,1512
BINA TANI,DUSUN KRAJAN DESA LENGKONG KECAMATAN MUMBULSARI,69,1513
BUMI SUBUR,DUSUN JAMBESARI DESA LENGKONG KECAMATAN MUMBULSARI,69,1514
HARAPAN,DUSUN BULANGAN DESA LENGKONG KECAMATAN MUMBULSARI,69,1515
PEDULI WIRAJAYA,PERUM PEDULI WIRAJAYA DESA LENGKONG,69,1516
TANI MAKMUR,DUSUN PEJI DESA LENGKONG KECAMATAN MUMBULSARI,69,1517
Gemah Ripah,"Dsn Sumber Tengah Rt/Rw 003/0014 Desa Mumbulsari,Kec.Mumbulsari",68,1518
Karya Tani,Dsn Angsanah Rt/Rw 001/019 Desa Mumbulsari Kec.Mumbulsari,68,1519
Sekar Arum,Dsn Sumber Tengah Rt/Rw 001/011 Desa Mumbulsari Kec.Mumbulsari,68,1520
Sekar Mayang,"Dusun Krajan Rt/Rw 03/02 Desa Mumbulsari,Kec.Mumbulsari",68,1521
Sekar Tani,"Dsn Sumber Tengah Rt/Rw 001/013 Desa Mumbulsari,Kec.Mumbulsari",68,1522
Sido makmur,"Dsn Sumber Tengah Rt/Rw 002/002 Desa Mumbulsari,Kec.Mumbulsari",68,1523
Sumber Makmur,Dsn Sumber Tengah Mumbulsari,68,1524
Tani Mulyo,"Dusun Krajan RT/Rw 03/03 Desa MUmbulsari,Kecamatan Mumbulsari,Kabupaten Jember",68,1525
AMOR,Dsn. Mandigu RT 01 RW 05,66,1526
DEWI SRI,Dsn. Krajan RT 04 RW 09,66,1527
JANUR KUNING,Dsn. Karang Sirih RT 07 RW 01,66,1528
NGODI REJEKI,Dsn. Krajan RT 02 RW 07,66,1529
RUKUN TANI,Dsn. Karang Sirih RT 02 RW 06,66,1530
SAKERA,Dsn. Mandigu RT 03 RW 05,66,1531
SARI BUMI,Dsn. Mandigu RT 04 RW 15,66,1532
SIDO RUKUN,DUSUN KARANG SIRIH RT 001 RW 006 SUCO,66,1533
HASIL TANI,Dsn. Gudang RT 04 RW 03,31,1534
NIKMAT TANI,Dsn. Curah Pinang RT 04 RW 01,31,1535
SARI TANI,Dsn. Gudang RT 05 RW 03,31,1536
SENANG TANI,Dsn. Curah Pinang RT 02 RW 08,31,1537
SUKA RAJA,Dsn. Curah Pinang RT 02 RW 07,31,1538
TAMAN TANI,Dsn. Gudang RT 01 RW 04,31,1539
TEGAL REJO,Dsn. Perbalan RT 03 RW 06,31,1540
USAHA TANI,Dsn. Krajan RT 03 RW 02,31,1541
AMAN MAJU,Dusun Cangkring Baru RT 02 RW 019 Cangkring,75,1542
Sari Tani I,Dusun Darungan 001/004 Cangkring,75,1543
Sari Tani II,Dusun Krajan 001/003 Cangkring,75,1544
Sumber Rejeki I,Dusun Curahrejo RT 02 RW 24 Cangkring,75,1545
Sumber Rejeki II,Dusun Curahrejo RT 004 RW 026 Cangkring,75,1546
Tani Makmur I,Dusun Cangkring Baru RT 02 RW 21 Cangkring,75,1547
Tani Makmur II,Dusun Jatirejo RT 02 RW 12 Cangkring,75,1548
RUKUN MULYO,Dsn. Bringinsari RT 03 RW 03,78,1549
RUKUN SANTOSO,Dsn. Bringinsari RT 12 RW 03,78,1550
TANI MULYO I,Dusun Bringinsari 003/003,78,1551
TANI MULYO II,Dsn. Darussalam RT 18 RW 02,78,1552
GOTONG ROYONG,Dusun Grujukan 003/002,73,1553
HARAPAN JAYA,Dsn. Grujugan RT05 RW 03,73,1554
MARGO BHAKTI,Dsn. Krajan RT 03 RW 03,73,1555
SEJAHTERA,Dsn. Krajan RT 04 RW 01,73,1556
TIRTO KENCONO,Dsn. Sukosari RT 05 RW 03,73,1557
KARYA TANI,"Dsn.Gayasan A, Desa Jenggawah, Kec.Jenggawah, Kab.Jember",77,1558
KARYA TANI II,"Dsn.Gayasan B, Desa Jenggawah, Kec.Jenggawah, Kab.Jember",77,1559
KWT Mawar Putih,Dusun Curah Buntu Rt 003 Rw 009,77,1560
MAWAR PUTIH,"Dsn. Curah Buntu, Desa Jenggawah, Kec.Jenggawah, Kab.Jember",77,1561
SAMPURNA,"Dsn.Langsepan, Rt 004 Rw 003 Desa Jenggawah, Kec.Jenggawah, Kab.Jember",77,1562
TANI MAKMUR,"Dsn.Curah Buntu, Desa Jenggawah, Kec.Jenggawah, Kab.Jember",77,1563
TANI MULYO,"Dsn.Babatan Talang, Desa Jenggawah, Kec.Jenggawah, Kab.Jember",77,1564
TANI RUKUN,"Dsn.Curah Buntu, Desa Jenggawah, Kec.Jenggawah, Kab.Jember",77,1565
TANI SUBUR,"Dsn.Jatirejo, Desa Jenggawah, Kec.Jenggawah, Kab.Jember",77,1566
AL BAROKAH,DUSUN GUMUK RASE RT 001 RW 005 DESA KEMUNINGSARI KIDUL,71,1567
GEMAH RIPAH,DUSUN KEBON SADENG RT 007 RW 002 KEMUNINGSARI KIDUL,71,1568
KARYA BAKTI,DUSUN GUMUK RASE RT 003 RW 003 KEMUNINGSARI KIDUL,71,1569
MARGO MULYO,DUSUN GUMUK RASE RT 005 RW 005 KEMUNINGSARI KIDUL,71,1570
RUKUN TANI,TEGAL KALONG RT 005 RW 007 KEMUNINGSARI KIDUL,71,1571
TEGAL MAS,DUSUN TEGAL GAYAM RT 012 RW 001 KEMUNINGSARI KIDUL,71,1572
TEGAL REJO,Dusun Tegal Kalong RT 023 RW 003 Kemuningsari Kidul,71,1573
KERTO JOYO,DUSUN GUMUK JATI RT 001 RW 014 KERTONEGORO,72,1574
KERTO MAKMUR,DUSUN KERTONEGORO SELATAN RT 003 RW 008 KERTONEGORO,72,1575
KERTO REJEKI,DUSUN KERTONEGORO TENGAH RT 003 RW 008 KERTONEGORO,72,1576
KERTO SANTOSO,DUSUN GUMUK JATI RT 003 RW 013 KERTONEGORO,72,1577
KERTO SEJAHTERA,DUSUN KERTONEGORO UTARA RT 001 RW 007 KERTONEGORO,72,1578
TIRTO INDAH,DUSUN KRAJAN SELATAN RT 003 RW 006 KERTONEGORO,72,1579
TIRTO MAKMUR,DUSUN KRAJAN UTARA RT 005 RW 001 KERTONEGORO,72,1580
TIRTO SEJAHTERA,DUSUN KRAJAN TENGAH RT 001 RW 003 KERTONEGORO,72,1581
Budi Luhur,Dsn. Krajan RT 04 RW 02,74,1582
Cempaka,Dusun Leces Desa Rt 002 Rw 006 Sruni,74,1583
Putri Buana,Dusun Karangkokap Desa Sruni,74,1584
Sumber Lancar,Dusun karangkokap Rt 004 Rw 003 Desa Sruni,74,1585
Sumber Sejati,Dusun Krajan Rt 002 Rw 002 Desa Sruni,74,1586
Wargo Indah,Dusun Darungan Desa Sruni,74,1587
BAROKAH,Dsn. Pondok Lalang RT 06 RW 07,76,1588
HARAPAN,Dsn. Krajan RT 04 RW 02,76,1589
MAKMUR,Dsn. Wetan Gunung RT 02 RW 02,76,1590
MANDIRI,Dsn. Bringin Lawang RT 03 RW 06,76,1591
Arjuna 1,Dsn Kidul Besuk Rt 002 Rw 001,83,1592
Arjuna 2,Dusun Kidul Besuk Ajung,83,1593
Harapan 1,Dsn. Sumuran Rt 004 Rw 024,83,1594
Harapan 2,Dsn Kidul Besuk Rt 001 Rw 020,83,1595
Maju 1,Dsn Ajung Kulon Rt 002 Rw 010,83,1596
Maju 2,Dusun Klanceng 002/002 Ajung,83,1597
Makmur I,Dsn Krajan Rt 003 Rw 004,83,1598
Makmur II,Dsn Curah Kates Rt 001 Rw 025,83,1599
sri rejeki 1,ajung wetan,83,1600
Sri Rejeki 2,Dsn Ajung Wetan Rt 002 Rw 002,83,1601
Barokah,Pondok Labu,81,1602
Daun Mas,Gumuk Kembar,81,1603
DAun Mawar,Dsn. Curah Kates Rt 004 Rw 010 Ds. Klompangan Kec. Ajung,81,1604
Karya Bakti,Curah Kates,81,1605
Melati Putih,Krajan,81,1606
Padi Emas,Dsn. Pondok Labu Rt 001 Rw 002,81,1607
Rukun Makmur,Dsn Durenan Rt 003 Rw 008,81,1608
Sejahtera,Dsn. Sumuran,81,1609
Gemah Ripah,Dsn. Patemon Rt 011 Rw 005 Ds Mangaran Kec. Ajung,79,1610
Harapan Jaya,Dsn. Loncatan Rt 003 Rw 003 Ds. MAngaran Kec. Ajung,79,1611
HARAPAN MAKMUR,Curah Tepas,79,1612
Rukun Santoso,Krajan,79,1613
Rukun Wargo,Curah Tepas,79,1614
Sido Rukun,Dsn. Patemon Rt 001 Rw 003 Ds. Mangaran Kec. Ajung,79,1615
Sumber Rejeki,dsn Loncatan Rt 004 Rw 019,79,1616
Tani Makmur,Krajan,79,1617
Gumuk Segawe,Gumuk Segawe,82,1618
Makmur 1,Dsn. Kresek Rt 002 Rw 010 Desa Pancakarya,82,1619
Makmur 2,dsn Kresek RT.002 RW.006 ds Pancakarya,82,1620
Pelita,Dsn. Krasak Rt 006 Rw 003,82,1621
Sido Rukun I,Dsn. Curah Welut Rt 003 Rw 016,82,1622
SIDO RUKUN II,Dusun Curah Welut RT.003 RW.018 Desa Pancakarya,82,1623
Sumber Rejeki,Curah Renteng,82,1624
Sumber Urip,Dsn. Krasak Rt 004 Rw 005,82,1625
Karya Jaya,langsepan,85,1626
Sidomakmur,Dsn. Rowo Rt 005 Rw 004 Ds Rowo Indah Kec. Ajung,85,1627
Subur,Jl. Wolter Monginsidi Rt 002 Rw 010 Ds Rowo Indah Kec. Ajung,85,1628
Harapan Jaya,Mangaran,80,1629
KWT Tirto Wangi,Dusun Langsatan Rt 005 Rw 001,80,1630
Rukun Tani,Dsn Curah Kendal Rt 004 Rw 001,80,1631
Sinar Tani I,dusun Plalangan RT 001 RW 002,80,1632
Sinar Tani II,dusun Plalangan RT 003 RW 004,80,1633
Tirto Bakti I,Dsn. Langsatan,80,1634
Tirto Bakti II,Dsn. Langsatan Rt 004 Rw 001,80,1635
Tirto Mulyo I,Curah rejo,80,1636
Tirto Mulyo II,Curah Rejo,80,1637
Gemah Ripah,Besuk Wirowongso,84,1638
Karya Tani,Dsn Besuk RT 003 RW 012,84,1639
Tirto Ayu,Dsn Renes RT 03 RW 03,84,1640
GUMAWANG ASRI,DUSUN GUMAWANG,86,1641
SUMBER ALAM,DUSUN GEERENG,86,1642
SUMBER KARYA,DUSUN GUMAWANG,86,1643
SUMBER REJEKI 1,DUSUN GUMUKSARI,86,1644
DUKUH TANI,Jereng Barat gugut,93,1645
JERENG JAYA,JERNG TIMUR GUGUT,93,1646
PARIKESIT,Krajan gugut,93,1647
Bedadung Jaya,Bedadung Wetan,91,1648
Joyoboyo,Curah arum,91,1649
Kurnia,Curah Banteng,91,1650
Makmur,Tugu Sari,91,1651
Ngudi Rezeki,Bedadung Kulon,91,1652
Ramayana,Krajan,91,1653
Sido Marem,Loji Lor,91,1654
Soponyono,Gayam,91,1655
Sri Rejeki,Loji Kidul,91,1656
Suko Mulyo,Curah suko,91,1657
MEKAR SARI,DUSUN GUMUKLIMO,87,1658
NGUDI REJEKI,DUSUN GUMUKSARI,87,1659
RUKUN TANI,DUSUN GUMUKSARI,87,1660
SUKA MAJU,DUSUN GUMUKBAGO,87,1661
SUMBER MAKMUR I,DUSUN GUMUKGEBANG,87,1662
TANI MAKMUR,DUSUN KRAJAN,87,1663
TANI MUKTI,DUSUN GUMUKGEBANG,87,1664
TUNAS HARAPAN,DUSUN GUMUKLIMO,87,1665
KARYA MAKMUR,JL RAMBUTAN RT OO3 RW 013 dUSUN KANDANGAN DESA PECORO,89,1666
Karya Tani,DUSUN BINDUNG DESA PECORO,89,1667
Krajan Indah,krajan,89,1668
Ngudi Rezeki,Dusun Kandangan Desa Pecoro,89,1669
Rukun makmur,Krajan etan,89,1670
SUMBER MAKMUR,Dsn.Krajan Rt 002/ Rw 002 Pecoro Rambipuji,89,1671
Loh Merto,Dusun Gayam Desa Rambigundam Kecamatan Rambipuji,92,1672
Sari Bumi 01,Dusun Krajan Lor Desa Rambigundam Kecamatan Rambipuji,92,1673
Satria Muda,Dusun Krajan Kidul Desa Rambigundam Kecamatan Rambipuji,92,1674
Satrian,Dusun Satrean Desa Rambigundam Kecamatan Rambipuji,92,1675
Sentosa,Dusun Dukuhsia Desa Rambigundam Kecamatan Rambipuji,92,1676
Budi Luhur,jL. WR. Supratman Dusun Kidul Pasar RT001/RW001 Desa Rambipuji,90,1677
Karya Bakti,DUSUN CURAH ANCAR RT003/RW010 DESA RAMBIPUJI,90,1678
MAKMUR 1,Jl. Airlangga III/3 RT003/RW007 Desa Rambipuji,90,1679
Muktisari,Jl. Pemuda I/65 Dusun Gudang Karang Desa Rambipuji,90,1680
Sidodadi,Dusun Curah Ancar RT001/RW001 Desa Rambipuji,90,1681
Sumber Makmur,Curah ancar Kulon,90,1682
Sumber Rejeki,Dusun Gudang Karang RT003/RW029 Desa Rambipuji,90,1683
Margo Rukun,Glagasan - Rowotamtu,88,1684
Sri Rejeki,Krajan - Rowotamtu,88,1685
Suko Marem,Curahmeluwo - Rowotamtu,88,1686
Sumber Makmur II,Paseban Rowotamtu,88,1687
Sumber Rejeki 2,Karang Anyar Rowotamtu,88,1688
PODO RUKUN 01,DUSUN SUMBER KADUT,98,1689
PODO RUKUN 02,DUSUN GUMUK KACER,98,1690
BINA INSAN,DUSUN KRAJAN KIDUL,97,1691
SIDO HASIL,DUSUN KRAJAN LOR,97,1692
SIDO MUNCUL,DUSUN KRAJAN LOR,97,1693
SUBUR MAKMUR,DUSUN KRAJAN KIDUL,97,1694
SUBUR MAKMUR II,DUSUN KRAJAN TENGAH RT/RW: 001/009 BALUNG KULON,97,1695
TANI MAKMUR,DUSUN KARANG ANOM,97,1696
GEMAH RIPAH 02,Dusun Kebonsari,99,1697
GEMAH RIPAH SATU,Dsn.KEBONSARI,99,1698
SUMBER REJEKI 01,DUSUN WETAN KALI,99,1699
SUMBER REJEKI 02,DUSUN WETAN KALI,99,1700
TANI MAKMUR,DUSUN KARANG ANYAR,99,1701
TANI MULYA I,DUSUN KEBONSARI,99,1702
TANI MULYA II,DUSUN KEBONSARI,99,1703
TANI SUBUR,DUSUN KARANG ANYAR,99,1704
BAROKAH 002,DUSUN KRAJAN KIDUL,101,1705
BAROKAH 01,DUSUN KRAJAN TENGAH,101,1706
KARYA JAYA,DUSUN KARANG PAKEM,101,1707
KARYA TANI,DUSUN KRAJAN KIDUL,101,1708
KARYA UTAMA,DUSUN KARANG PAKEM,101,1709
KURNIA JAYA,DUSUN KRAJAN TENGAH,101,1710
RUKUN TANI,DUSUN KRAJAN KIDUL,101,1711
SUMBER REJEKI,DUSUN KRAJAN KIDUL,101,1712
AL BAROKAH,DUSUN KRAJAN LOR,100,1713
BEDADUNG INDAH 01,DUSUN JOGARAN,100,1714
BEDADUNG INDAH II,DUSUN REJOSARI,100,1715
LUMAYAN,DUSUN KRAJAN TENGAH,100,1716
MAYANGSARI,DUSUN REJOSARI,100,1717
SRI TANJUNG,DUSUN KRAJAN KIDUL,100,1718
WAHYU ABADI,DUSUN JOGARAN,100,1719
BUDIDAYA 01,DUSUN KRAJAN I,94,1720
BUDIDAYA II,DUSUN KRAJAN I,94,1721
BUDIDAYA III,DUSUN KRAJAN I,94,1722
MARGO MULYO,DUSUN KRAJAN I REKESAN,94,1723
MEKAR SARI,DUSUN KRAJAN I,94,1724
SRI RAHAYU,DUSUN KRAJAN I,94,1725
SUBUR 01,DUSUN KRAJAN II,94,1726
SUBUR 02,DUSUN KRAJAN II,94,1727
SAKTI JAYA I,DUSUN KEDUNG NILO,95,1728
SAKTI JAYA II,DUSUN KEDUNG NILO,95,1729
SIDO MAKMUR I,Lohong,95,1730
SIDO MAKMUR II,Kedung Nilo,95,1731
SUBUR JAYA I,Dusun Kedung Nilo,95,1732
SUBUR JAYA II,DUSUN KEDUNG NILO,95,1733
TANI RUKUN I,DUSUN KEDUNG NILO,95,1734
TANI RUKUN II,DUSUN KEDUNG NILO,95,1735
TANI SAKTI I,DUSUN PADUKUHAN LOR,95,1736
TANI SAKTI II,DUSUN PADUKUHAN LOR,95,1737
RUKUN MAKMUR I,DUSUN KRAJAN DESA TUTUL,96,1738
RUKUN MAKMUR II,Dusun Krajan Desa Tutul,96,1739
SUMBER MAKMUR,DUSUN KEBON DESA TUTUL,96,1740
SUMBER MAKMUR II,Dusun Kebon Desa Tutul,96,1741
TANI MAJU 2,DUSUN KARUK DESA TUTUL,96,1742
TANI MAJU I,DUSUN KARUK DESA TUTUL KECAMATAN BALUNG,96,1743
TANI SUBUR I,DUSUN MADURAN DESA TUTUL,96,1744
TANI SUBUR II,DUSUN MADURAN DESA TUTUL,96,1745
